,V,fitness,s,tau,AF3,AH3,A3N3,AF5,AD5,lambda1,lambda2,taquiónico,type
0,0.0653310583236777,0.0105508107170524,1.600149459561681,3.485910062937601,-12.055981210065246,1.5277994067066083,-23.469590440108743,14.150467641596064,18.47408391644626,-0.047722325840393,0.0527851198057686,1,1
1,0.3725646883583913,0.0593729142748347,1.600149459561681,3.485910062937601,-44.29355344905619,-2.2887202718134656,-22.28629994705554,26.31488306108031,41.912831632707785,-0.0854234605511481,0.0974127144458298,1,1
2,0.3754512543424742,0.0474472232577165,1.600149459561681,3.485910062937601,-59.98323064979773,10.126851843801251,-91.4772498080174,54.885555868856656,76.50398623857343,-0.1298816362798091,0.1219840962862751,1,1
3,0.3263474921274957,0.0408105663363425,1.600149459561681,3.485910062937601,-30.58714040439681,6.854824887843606,-29.53484919386511,0.2798574422374735,34.841365050662944,-0.108961983070309,0.1109106686127287,1,1
4,0.1363560135480774,0.0090571994247524,1.600149459561681,3.485910062937601,-38.10592985388767,0.7739899752787504,-47.76771699668446,60.9109906872657,39.73361218627632,-0.0344660999858078,0.0368136212407296,1,1
5,0.0610962274686327,0.0600207877712379,1.600149459561681,3.485910062937601,-11.36152117020584,-0.5645549159557595,-26.24551421966412,23.015219728027144,20.484691428210372,-0.0719571615843137,0.1221483067567651,1,1
6,0.0355198718095354,0.0715003826930803,1.600149459561681,3.485910062937601,-9.798254804736626,10.412995091956397,-51.7192122905568,14.619829843279106,26.078303790481648,-0.165778649732754,0.1762582358656977,1,1
7,0.1323609607099884,0.1677774769761908,1.600149459561681,3.485910062937601,56.92743868309581,19.919083910213946,-57.1294742570239,10.434672703122006,-5.221670459549412,0.2257920680372064,0.6028358784235055,0,1
8,0.2860094396631419,0.0851322424161948,1.600149459561681,3.485910062937601,-30.213339940068952,12.648909384147734,-54.36746004360594,7.350664371370665,42.694174825763056,-0.1817391159299661,0.1866521848259303,1,1
9,0.0651369404080838,0.1389846492105005,1.600149459561681,3.485910062937601,58.75080635295463,16.212238353617323,-49.44251762940202,23.427306416593808,-11.63757885367592,0.2699157315476188,0.56557573381676,0,1
10,0.0953542163924955,0.1723302979037713,1.600149459561681,3.485910062937601,-19.053115059166032,9.6424161681644,-74.75052001084448,18.24923620928887,47.44828475618167,-0.2676812366015449,0.2657356509002568,1,1
11,0.2553222759981744,0.2159421275310072,1.600149459561681,3.485910062937601,-25.721439636762547,9.557878578942296,-82.70729659027104,24.730481949699403,59.08552238653914,-0.1961474535921651,0.3145496451243434,1,1
12,0.0465757061155296,0.1581143005604384,1.600149459561681,3.485910062937601,22.4913826446636,13.291657604379369,-29.9647964074181,-11.98238578583724,0.0343139213919704,-0.0359650416622548,0.2877549051291477,1,1
13,0.2827465438995745,0.0225851483588204,1.600149459561681,3.485910062937601,-28.13102592161721,3.999649513361095,-35.88140053205499,3.911179932031471,39.23963011834576,-0.0690508930412273,0.0763385793603761,1,1
14,0.2695953087252469,0.0926536266145835,1.600149459561681,3.485910062937601,-38.32565976228001,0.8830249806552555,-30.79387616321692,22.110574229774908,39.57342423521988,-0.0422105766945807,0.0004679149442391,1,1
15,0.0075402797896923,0.0423027842771982,1.600149459561681,3.485910062937601,-27.436906742238094,3.8953187851472304,-68.04906125825842,67.61721646916499,40.572981384600375,-0.0715405630378748,0.100272534693427,1,1
16,0.7205509788273176,0.133846528940635,1.600149459561681,3.485910062937601,-37.792134551718384,9.205499015156075,-34.482571920910935,-52.24048749395507,60.21695492239543,-0.0835908699730249,0.1801426238095847,1,1
17,0.5150792944920816,0.0855177441028731,1.600149459561681,3.485910062937601,-17.395179675166574,9.768467610941984,-5.586255007125144,-77.57619135047872,30.419852953192144,-0.1573419715939139,0.1466445313184467,1,1
18,0.3245169650307107,0.071204279734259,1.600149459561681,3.485910062937601,-11.251973185388447,9.59441113523648,-21.68406387487997,-35.67919874605158,25.30196327151909,-0.1063566613681705,0.1605270584412211,1,1
19,0.1728388180921703,0.1527032818078535,1.600149459561681,3.485910062937601,33.568489590044685,12.218189239206048,-45.096936599542886,34.84869215252811,1.281850754044895,0.3057106674161587,0.4083240069027177,0,1
20,0.762879184866652,0.2376353407711311,1.600149459561681,3.485910062937601,42.95556907790727,29.676038825560827,-77.26737725858848,-17.077296234836982,27.20278189126113,0.4167821340268341,0.7795890509678463,0,1
21,0.2244358926324341,0.1047073610528964,1.600149459561681,3.485910062937601,-13.027085275963104,10.451281139909058,-46.53523917794721,-23.33743138386086,36.69077993168479,-0.226237758617846,0.2262483939846032,1,1
22,0.0180367959791308,0.1292974050833927,1.600149459561681,3.485910062937601,-1.4897149582932203,11.667489073048577,-54.53684574486304,45.30903648862377,16.642851685642167,-0.0180769381261899,0.235497406426891,1,1
23,1.0637771091008126,0.3785674407461231,1.600149459561681,3.485910062937601,5.17328700776364,26.73612693096617,-76.90931813637285,-14.78095194867163,54.334093410612894,0.4428490593434084,0.649573599550505,0,1
24,0.0705456119022567,0.0635845064726152,1.600149459561681,3.485910062937601,-25.62803768374253,-5.877128225543524,-22.598507582296005,45.80515647012808,25.6556497392875,-0.1206293349406164,0.1219429774304172,1,1
25,0.0050291824085113,0.0836534283168562,1.600149459561681,3.485910062937601,11.44685124691756,7.234117383113449,-16.689936333183468,2.902751465276567,-1.801542045004578,-0.0064079743998513,0.1546308067613994,1,1
26,0.2787843335028276,0.1425541685731419,1.600149459561681,3.485910062937601,77.50916274007444,25.69003405123973,-66.6187120911403,-7.926731637651942,-5.992561402839188,0.2918455353800233,0.8360123740572747,0,1
